pathway	Description	p.Val	FDR	Phenotype
GO_DERMATAN_SULFATE_METABOLIC_PROCESS	GO_DERMATAN_SULFATE_METABOLIC_PROCESS	1	1	1
GO_SKELETAL_MUSCLE_THIN_FILAMENT_ASSEMBLY	GO_SKELETAL_MUSCLE_THIN_FILAMENT_ASSEMBLY	1	1	1
GO_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION	GO_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION	1	1	1
GO_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	GO_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	1	1	1
GO_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS	GO_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	GO_NEGATIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	1	1	1
GO_RESPONSE_TO_METHOTREXATE	GO_RESPONSE_TO_METHOTREXATE	1	1	1
GO_REGULATION_OF_TOR_SIGNALING	GO_REGULATION_OF_TOR_SIGNALING	1	1	1
GO_RIBOFLAVIN_TRANSPORT	GO_RIBOFLAVIN_TRANSPORT	1	1	1
GO_CENTRAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	GO_CENTRAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	1	1	1
GO_PROSTAGLANDIN_SECRETION	GO_PROSTAGLANDIN_SECRETION	1	1	1
GO_ALDOSTERONE_METABOLIC_PROCESS	GO_ALDOSTERONE_METABOLIC_PROCESS	1	1	1
GO_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS	GO_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS	1	1	1
GO_IMMUNOGLOBULIN_V_D_J_RECOMBINATION	GO_IMMUNOGLOBULIN_V_D_J_RECOMBINATION	1	1	1
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	1	1	1
GO_CORTISOL_METABOLIC_PROCESS	GO_CORTISOL_METABOLIC_PROCESS	1	1	1
GO_REGULATION_OF_IRON_ION_TRANSMEMBRANE_TRANSPORT	GO_REGULATION_OF_IRON_ION_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_HISTONE_ARGININE_METHYLATION	GO_HISTONE_ARGININE_METHYLATION	1	1	1
GO_PEPTIDYL_ARGININE_OMEGA_N_METHYLATION	GO_PEPTIDYL_ARGININE_OMEGA_N_METHYLATION	1	1	1
GO_POSITIVE_REGULATION_OF_VASCULAR_WOUND_HEALING	GO_POSITIVE_REGULATION_OF_VASCULAR_WOUND_HEALING	1	1	1
GO_ER_TO_GOLGI_CERAMIDE_TRANSPORT	GO_ER_TO_GOLGI_CERAMIDE_TRANSPORT	1	1	1
GO_NEGATIVE_REGULATION_OF_URINE_VOLUME	GO_NEGATIVE_REGULATION_OF_URINE_VOLUME	1	1	1
GO_MINERALOCORTICOID_SECRETION	GO_MINERALOCORTICOID_SECRETION	1	1	1
GO_SYNAPTIC_VESICLE_RECYCLING_VIA_ENDOSOME	GO_SYNAPTIC_VESICLE_RECYCLING_VIA_ENDOSOME	1	1	1
GO_VITAMIN_K_METABOLIC_PROCESS	GO_VITAMIN_K_METABOLIC_PROCESS	1	1	1
GO_CATECHOLAMINE_CATABOLIC_PROCESS	GO_CATECHOLAMINE_CATABOLIC_PROCESS	1	1	1
GO_SEROTONIN_METABOLIC_PROCESS	GO_SEROTONIN_METABOLIC_PROCESS	1	1	1
GO_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1	1	1
GO_FLAVIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_FLAVIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	1	1	1
GO_REGULATION_OF_SULFUR_METABOLIC_PROCESS	GO_REGULATION_OF_SULFUR_METABOLIC_PROCESS	1	1	1
GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	GO_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	1	1	1
GO_VITAMIN_B6_METABOLIC_PROCESS	GO_VITAMIN_B6_METABOLIC_PROCESS	1	1	1
GO_PYRUVATE_BIOSYNTHETIC_PROCESS	GO_PYRUVATE_BIOSYNTHETIC_PROCESS	1	1	1
GO_MOLYBDOPTERIN_COFACTOR_METABOLIC_PROCESS	GO_MOLYBDOPTERIN_COFACTOR_METABOLIC_PROCESS	1	1	1
GO_OSSIFICATION_INVOLVED_IN_BONE_REMODELING	GO_OSSIFICATION_INVOLVED_IN_BONE_REMODELING	1	1	1
GO_MEIOTIC_SISTER_CHROMATID_SEGREGATION	GO_MEIOTIC_SISTER_CHROMATID_SEGREGATION	1	1	1
GO_FARNESYL_DIPHOSPHATE_METABOLIC_PROCESS	GO_FARNESYL_DIPHOSPHATE_METABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BIOSYNTHETIC_PROCESS	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BIOSYNTHETIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	1	1	1
GO_NEGATIVE_REGULATION_OF_TRANSLATIONAL_ELONGATION	GO_NEGATIVE_REGULATION_OF_TRANSLATIONAL_ELONGATION	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_ELONGATION	GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_ELONGATION	1	1	1
GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	1	1	1
GO_ADP_METABOLIC_PROCESS	GO_ADP_METABOLIC_PROCESS	1	1	1
GO_IMP_METABOLIC_PROCESS	GO_IMP_METABOLIC_PROCESS	1	1	1
GO_UTP_METABOLIC_PROCESS	GO_UTP_METABOLIC_PROCESS	1	1	1
GO_DATP_METABOLIC_PROCESS	GO_DATP_METABOLIC_PROCESS	1	1	1
GO_CGMP_METABOLIC_PROCESS	GO_CGMP_METABOLIC_PROCESS	1	1	1
GO_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	GO_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	1	1	1
GO_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	GO_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	GO_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	1	1	1
GO_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	GO_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	1	1	1
GO_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS	GO_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS	1	1	1
GO_MONOACYLGLYCEROL_METABOLIC_PROCESS	GO_MONOACYLGLYCEROL_METABOLIC_PROCESS	1	1	1
GO_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	GO_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	1	1	1
GO_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	GO_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	1	1	1
GO_ETHER_LIPID_METABOLIC_PROCESS	GO_ETHER_LIPID_METABOLIC_PROCESS	1	1	1
GO_PROTOPORPHYRINOGEN_IX_METABOLIC_PROCESS	GO_PROTOPORPHYRINOGEN_IX_METABOLIC_PROCESS	1	1	1
GO_QUINOLINATE_METABOLIC_PROCESS	GO_QUINOLINATE_METABOLIC_PROCESS	1	1	1
GO_GOLGI_VESICLE_FUSION_TO_TARGET_MEMBRANE	GO_GOLGI_VESICLE_FUSION_TO_TARGET_MEMBRANE	1	1	1
GO_SYNAPTIC_VESICLE_ENDOCYTOSIS	GO_SYNAPTIC_VESICLE_ENDOCYTOSIS	1	1	1
GO_SYNAPTIC_VESICLE_TRANSPORT	GO_SYNAPTIC_VESICLE_TRANSPORT	1	1	1
GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	1	1	1
GO_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	GO_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	1	1	1
GO_INTERLEUKIN_1_BETA_BIOSYNTHETIC_PROCESS	GO_INTERLEUKIN_1_BETA_BIOSYNTHETIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	1	1	1
GO_HEPOXILIN_METABOLIC_PROCESS	GO_HEPOXILIN_METABOLIC_PROCESS	1	1	1
GO_XYLULOSE_5_PHOSPHATE_METABOLIC_PROCESS	GO_XYLULOSE_5_PHOSPHATE_METABOLIC_PROCESS	1	1	1
GO_NOREPINEPHRINE_UPTAKE	GO_NOREPINEPHRINE_UPTAKE	1	1	1
GO_REGULATION_OF_CYTOLYSIS_IN_OTHER_ORGANISM	GO_REGULATION_OF_CYTOLYSIS_IN_OTHER_ORGANISM	1	1	1
GO_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	GO_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	1	1	1
GO_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GO_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS	1	1	1
GO_ALDITOL_PHOSPHATE_METABOLIC_PROCESS	GO_ALDITOL_PHOSPHATE_METABOLIC_PROCESS	1	1	1
GO_CELLULAR_GLUCURONIDATION	GO_CELLULAR_GLUCURONIDATION	1	1	1
GO_IMIDAZOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_IMIDAZOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1	1	1
GO_IMIDAZOLE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	GO_IMIDAZOLE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	1	1	1
GO_L_PROLINE_BIOSYNTHETIC_PROCESS	GO_L_PROLINE_BIOSYNTHETIC_PROCESS	1	1	1
GO_RETINAL_ROD_CELL_DIFFERENTIATION	GO_RETINAL_ROD_CELL_DIFFERENTIATION	1	1	1
GO_DELAMINATION	GO_DELAMINATION	1	1	1
GO_REGULATION_OF_CHROMOSOME_CONDENSATION	GO_REGULATION_OF_CHROMOSOME_CONDENSATION	1	1	1
GO_NEGATIVE_REGULATION_OF_GENE_SILENCING_BY_MIRNA	GO_NEGATIVE_REGULATION_OF_GENE_SILENCING_BY_MIRNA	1	1	1
GO_COMMON_BILE_DUCT_DEVELOPMENT	GO_COMMON_BILE_DUCT_DEVELOPMENT	1	1	1
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K27_METHYLATION	GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K27_METHYLATION	1	1	1
GO_HEMATOPOIETIC_STEM_CELL_HOMEOSTASIS	GO_HEMATOPOIETIC_STEM_CELL_HOMEOSTASIS	1	1	1
GO_FRUCTOSE_CATABOLIC_PROCESS_TO_HYDROXYACETONE_PHOSPHATE_AND_GLYCERALDEHYDE_3_PHOSPHATE	GO_FRUCTOSE_CATABOLIC_PROCESS_TO_HYDROXYACETONE_PHOSPHATE_AND_GLYCERALDEHYDE_3_PHOSPHATE	1	1	1
GO_CHEMOREPULSION_OF_AXON	GO_CHEMOREPULSION_OF_AXON	1	1	1
GO_SPONTANEOUS_NEUROTRANSMITTER_SECRETION	GO_SPONTANEOUS_NEUROTRANSMITTER_SECRETION	1	1	1
GO_DETOXIFICATION_OF_INORGANIC_COMPOUND	GO_DETOXIFICATION_OF_INORGANIC_COMPOUND	1	1	1
GO_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_TETHERING	GO_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_TETHERING	1	1	1
GO_NEGATIVE_REGULATION_OF_ASTROCYTE_ACTIVATION	GO_NEGATIVE_REGULATION_OF_ASTROCYTE_ACTIVATION	1	1	1
GO_REGULATION_OF_STRESS_GRANULE_ASSEMBLY	GO_REGULATION_OF_STRESS_GRANULE_ASSEMBLY	1	1	1
GO_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION	GO_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION	1	1	1
GO_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	GO_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	1	1	1
GO_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX_ASSEMBLY	GO_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX_ASSEMBLY	1	1	1
GO_REGULATION_OF_ADIPONECTIN_SECRETION	GO_REGULATION_OF_ADIPONECTIN_SECRETION	1	1	1
GO_N_ACYLPHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	GO_N_ACYLPHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	1	1	1
GO_DEHYDROASCORBIC_ACID_TRANSPORT	GO_DEHYDROASCORBIC_ACID_TRANSPORT	1	1	1
GO_CELLULAR_HYPEROSMOTIC_SALINITY_RESPONSE	GO_CELLULAR_HYPEROSMOTIC_SALINITY_RESPONSE	1	1	1
GO_CELLULAR_RESPONSE_TO_STEROL_DEPLETION	GO_CELLULAR_RESPONSE_TO_STEROL_DEPLETION	1	1	1
GO_LYMPHOCYTE_AGGREGATION	GO_LYMPHOCYTE_AGGREGATION	1	1	1
GO_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION	GO_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION	1	1	1
GO_RESPONSE_TO_DIACYL_BACTERIAL_LIPOPEPTIDE	GO_RESPONSE_TO_DIACYL_BACTERIAL_LIPOPEPTIDE	1	1	1
GO_NITROGEN_CYCLE_METABOLIC_PROCESS	GO_NITROGEN_CYCLE_METABOLIC_PROCESS	1	1	1
GO_GLOMERULAR_MESANGIAL_CELL_DEVELOPMENT	GO_GLOMERULAR_MESANGIAL_CELL_DEVELOPMENT	1	1	1
GO_RESCUE_OF_STALLED_RIBOSOME	GO_RESCUE_OF_STALLED_RIBOSOME	1	1	1
GO_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	GO_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	1	1	1
GO_INTERFERON_ALPHA_SECRETION	GO_INTERFERON_ALPHA_SECRETION	1	1	1
GO_AMINO_ACID_HOMEOSTASIS	GO_AMINO_ACID_HOMEOSTASIS	1	1	1
GO_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	GO_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	1	1	1
GO_NEGATIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	GO_NEGATIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	1	1	1
GO_CELLULAR_SPHINGOLIPID_HOMEOSTASIS	GO_CELLULAR_SPHINGOLIPID_HOMEOSTASIS	1	1	1
GO_NEGATIVE_REGULATION_OF_CHEMOKINE_SECRETION	GO_NEGATIVE_REGULATION_OF_CHEMOKINE_SECRETION	1	1	1
GO_POSITIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	1	1	1
GO_REGULATION_OF_CENTROMERE_COMPLEX_ASSEMBLY	GO_REGULATION_OF_CENTROMERE_COMPLEX_ASSEMBLY	1	1	1
GO_PYRIMIDINE_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORT	GO_PYRIMIDINE_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_L_KYNURENINE_METABOLIC_PROCESS	GO_L_KYNURENINE_METABOLIC_PROCESS	1	1	1
GO_HISTONE_H3_K36_TRIMETHYLATION	GO_HISTONE_H3_K36_TRIMETHYLATION	1	1	1
GO_COMPLEMENT_DEPENDENT_CYTOTOXICITY	GO_COMPLEMENT_DEPENDENT_CYTOTOXICITY	1	1	1
GO_CHORIONIC_TROPHOBLAST_CELL_PROLIFERATION	GO_CHORIONIC_TROPHOBLAST_CELL_PROLIFERATION	1	1	1
GO_REGULATION_OF_VESICLE_SIZE	GO_REGULATION_OF_VESICLE_SIZE	1	1	1
GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_CLASSICAL_NONHOMOLOGOUS_END_JOINING	GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_CLASSICAL_NONHOMOLOGOUS_END_JOINING	1	1	1
GO_EXOCYTIC_INSERTION_OF_NEUROTRANSMITTER_RECEPTOR_TO_POSTSYNAPTIC_MEMBRANE	GO_EXOCYTIC_INSERTION_OF_NEUROTRANSMITTER_RECEPTOR_TO_POSTSYNAPTIC_MEMBRANE	1	1	1
GO_VESICLE_TETHERING_TO_GOLGI	GO_VESICLE_TETHERING_TO_GOLGI	1	1	1
GO_POSTSYNAPSE_TO_NUCLEUS_SIGNALING_PATHWAY	GO_POSTSYNAPSE_TO_NUCLEUS_SIGNALING_PATHWAY	1	1	1
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	1	1	1
GO_NEGATIVE_REGULATION_OF_BIOMINERALIZATION	GO_NEGATIVE_REGULATION_OF_BIOMINERALIZATION	1	1	1
GO_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	GO_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	1	1	1
GO_LIPID_EXPORT_FROM_CELL	GO_LIPID_EXPORT_FROM_CELL	1	1	1
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	1	1	1
GO_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER	GO_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER	1	1	1
GO_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	GO_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	1	1	1
GO_NEGATIVE_REGULATION_OF_CERAMIDE_BIOSYNTHETIC_PROCESS	GO_NEGATIVE_REGULATION_OF_CERAMIDE_BIOSYNTHETIC_PROCESS	1	1	1
GO_REGULATION_OF_RNA_INTERFERENCE	GO_REGULATION_OF_RNA_INTERFERENCE	1	1	1
GO_GLUCOSAMINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	GO_GLUCOSAMINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	1	1	1
GO_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	GO_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	1	1	1
GO_POSITIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	1	1	1
GO_GLUTATHIONE_DERIVATIVE_METABOLIC_PROCESS	GO_GLUTATHIONE_DERIVATIVE_METABOLIC_PROCESS	1	1	1
GO_LEUKOTRIENE_D4_METABOLIC_PROCESS	GO_LEUKOTRIENE_D4_METABOLIC_PROCESS	1	1	1
GO_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	GO_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	1	1	1
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPIRATION	GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPIRATION	1	1	1
GO_POSITIVE_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_POSITIVE_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1
GO_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY	GO_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY	1	1	1
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	1	1	1
GO_KETONE_BODY_METABOLIC_PROCESS	GO_KETONE_BODY_METABOLIC_PROCESS	1	1	1
GO_PRE_REPLICATIVE_COMPLEX_ASSEMBLY_INVOLVED_IN_CELL_CYCLE_DNA_REPLICATION	GO_PRE_REPLICATIVE_COMPLEX_ASSEMBLY_INVOLVED_IN_CELL_CYCLE_DNA_REPLICATION	1	1	1
GO_NEGATIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	GO_NEGATIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	1	1	1
GO_POSITIVE_REGULATION_OF_APOPTOTIC_DNA_FRAGMENTATION	GO_POSITIVE_REGULATION_OF_APOPTOTIC_DNA_FRAGMENTATION	1	1	1
GO_REGULATION_OF_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	GO_REGULATION_OF_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	1	1	1
GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH	GO_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH	1	1	1
GO_L_ARGININE_TRANSMEMBRANE_TRANSPORT	GO_L_ARGININE_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_RESPONSE_TO_GLYCOSIDE	GO_RESPONSE_TO_GLYCOSIDE	1	1	1
GO_REGULATION_OF_ATP_METABOLIC_PROCESS	GO_REGULATION_OF_ATP_METABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	1	1	1
GO_REGULATION_OF_CHAPERONE_MEDIATED_PROTEIN_FOLDING	GO_REGULATION_OF_CHAPERONE_MEDIATED_PROTEIN_FOLDING	1	1	1
GO_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY	GO_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY	1	1	1
GO_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	1	1	1
GO_REGULATION_OF_PYRUVATE_DEHYDROGENASE_ACTIVITY	GO_REGULATION_OF_PYRUVATE_DEHYDROGENASE_ACTIVITY	1	1	1
GO_POSITIVE_REGULATION_OF_PYRUVATE_DEHYDROGENASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_PYRUVATE_DEHYDROGENASE_ACTIVITY	1	1	1
GO_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_2_SECRETION	GO_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_2_SECRETION	1	1	1
GO_POSITIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_2_SECRETION	GO_POSITIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_2_SECRETION	1	1	1
GO_RESPONSE_TO_L_PHENYLALANINE_DERIVATIVE	GO_RESPONSE_TO_L_PHENYLALANINE_DERIVATIVE	1	1	1
GO_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	GO_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	1	1	1
GO_NEGATIVE_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	GO_NEGATIVE_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	1	1	1
GO_RESPONSE_TO_GLYCOPROTEIN	GO_RESPONSE_TO_GLYCOPROTEIN	1	1	1
GO_REGULATION_OF_ELECTRON_TRANSFER_ACTIVITY	GO_REGULATION_OF_ELECTRON_TRANSFER_ACTIVITY	1	1	1
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEOLUS	GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEOLUS	1	1	1
GO_POSITIVE_REGULATION_OF_NMDA_GLUTAMATE_RECEPTOR_ACTIVITY	GO_POSITIVE_REGULATION_OF_NMDA_GLUTAMATE_RECEPTOR_ACTIVITY	1	1	1
GO_REGULATION_OF_INTERLEUKIN_17_SECRETION	GO_REGULATION_OF_INTERLEUKIN_17_SECRETION	1	1	1
GO_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_INDUCED_CELL_DEATH	GO_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_INDUCED_CELL_DEATH	1	1	1
GO_CELLULAR_RESPONSE_TO_L_GLUTAMATE	GO_CELLULAR_RESPONSE_TO_L_GLUTAMATE	1	1	1
GO_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	GO_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	1	1	1
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	1	1	1
